cluster_id,kelas_sawah,varietas,usia_fase,overlap_ratio,area_m2,area_ha
1528668427,non-sawah,non-sawah,non-tanaman,1.0,3600.0000033073593,0.3600000003307359
-1940075745,non-sawah,non-sawah,non-tanaman,1.0000000000000002,3200.0000159820765,0.32000000159820763
-184939371,non-sawah,non-sawah,non-tanaman,1.0,2599.9999974339153,0.25999999974339155
828223697,non-sawah,non-sawah,non-tanaman,0.9197439178818909,16699.999978377018,1.6699999978377018
1625352604,non-sawah,non-sawah,non-tanaman,0.6388012790269197,21599.999952255457,2.1599999952255455
1732963275,non-sawah,non-sawah,non-tanaman,1.0,8399.999997085833,0.8399999997085833
1629799070,non-sawah,non-sawah,non-tanaman,0.9882253572813626,4499.99997689767,0.44999999768976706
-1927331626,non-sawah,non-sawah,non-tanaman,0.9878814044678178,6899.999994132377,0.6899999994132376
-1133384039,non-sawah,non-sawah,non-tanaman,0.9923006522898722,14099.999989861099,1.4099999989861098
767517908,non-sawah,non-sawah,non-tanaman,0.9996321261075781,8600.00003167399,0.860000003167399
-492724781,non-sawah,non-sawah,non-tanaman,0.9999999999999999,100.00000275205817,0.010000000275205817
-1061734547,non-sawah,non-sawah,non-tanaman,1.0,14200.000008412171,1.420000000841217
1314375436,non-sawah,non-sawah,non-tanaman,1.0,7599.999987334886,0.7599999987334886
1186246665,non-sawah,non-sawah,non-tanaman,0.970524237759323,5000.00001854205,0.500000001854205
-2144446739,non-sawah,non-sawah,non-tanaman,1.0,13699.999949816265,1.3699999949816266
-1184560792,non-sawah,non-sawah,non-tanaman,1.0,5600.0000120696495,0.5600000012069649
-1923716011,non-sawah,non-sawah,non-tanaman,1.0,12199.99999599997,1.219999999599997
1344542743,non-sawah,non-sawah,non-tanaman,1.0,2799.9999970535277,0.2799999997053528
1722108841,non-sawah,non-sawah,non-tanaman,0.9979753663714647,12500.00001110544,1.2500000011105439
1899447023,non-sawah,non-sawah,non-tanaman,1.0,3499.9999992593075,0.3499999999259307
-1193662741,non-sawah,non-sawah,non-tanaman,1.0,5599.9999976714025,0.5599999997671402
804347283,non-sawah,non-sawah,non-tanaman,0.41448921804072547,14099.999992082885,1.4099999992082886
1074452145,non-sawah,non-sawah,non-tanaman,1.0,7200.000006459304,0.7200000006459304
-1714181697,non-sawah,non-sawah,non-tanaman,0.9451183160501566,6300.0000003227615,0.6300000000322762
-1408728026,non-sawah,non-sawah,non-tanaman,0.3091934316792077,8299.999995616381,0.8299999995616381
821349906,non-sawah,non-sawah,non-tanaman,0.4395294707470066,11899.999978270207,1.1899999978270208
1583445990,non-sawah,non-sawah,non-tanaman,1.0,299.9999905074949,0.029999999050749487
-1321597869,non-sawah,non-sawah,non-tanaman,1.0000000000000002,899.9999964598101,0.089999999645981
1213530106,non-sawah,non-sawah,non-tanaman,0.6776570528296446,6100.000010368822,0.6100000010368821
278185877,non-sawah,non-sawah,non-tanaman,1.0000000000000002,1499.9999919626857,0.14999999919626858
687266885,non-sawah,non-sawah,non-tanaman,0.9974804532946544,799.999992601224,0.0799999992601224
230951117,non-sawah,non-sawah,non-tanaman,0.6896388472965099,35599.999989630305,3.5599999989630304
1770988179,non-sawah,non-sawah,non-tanaman,0.9936986114530377,2799.9999886524165,0.27999999886524163
1481214537,non-sawah,non-sawah,non-tanaman,0.36983206622639225,8200.000023278117,0.8200000023278117
-1466175949,non-sawah,non-sawah,non-tanaman,0.7455157887208332,8399.999943347066,0.8399999943347066
1043330105,non-sawah,non-sawah,non-tanaman,1.0,1700.0000043475302,0.17000000043475302
577684111,non-sawah,non-sawah,non-tanaman,0.9999999999999999,1799.9999936271342,0.17999999936271344
-1776403,non-sawah,non-sawah,non-tanaman,0.6453255223558476,799.9999748475966,0.07999999748475967
-1130659590,non-sawah,non-sawah,non-tanaman,1.0,4700.000034606492,0.4700000034606492
587479306,non-sawah,non-sawah,non-tanaman,0.360733629399834,16699.999963450246,1.6699999963450245
827014511,non-sawah,non-sawah,non-tanaman,0.9874558935327205,21200.000040511368,2.120000004051137
-1752505705,non-sawah,non-sawah,non-tanaman,0.9849001545841952,6099.999990639044,0.6099999990639045
-305719148,non-sawah,non-sawah,non-tanaman,0.5549387525376547,61299.999970718054,6.129999997071805
949560954,non-sawah,non-sawah,non-tanaman,0.5719219888248367,10400.000008052157,1.0400000008052157
1090677757,non-sawah,non-sawah,non-tanaman,1.0000000000000002,299.99999718274904,0.029999999718274904
51552936,non-sawah,non-sawah,non-tanaman,0.9798890055192233,5600.00001880835,0.5600000018808351
-428342257,non-sawah,non-sawah,non-tanaman,0.3858134903951156,8599.999987042975,0.8599999987042974
1562692276,non-sawah,non-sawah,non-tanaman,1.0,5399.999975111568,0.5399999975111568
-1314530303,non-sawah,non-sawah,non-tanaman,1.0,5000.000013237586,0.5000000013237587
812416747,non-sawah,non-sawah,non-tanaman,0.7580246889512865,14300.000016363338,1.4300000016363337
1090084303,non-sawah,non-sawah,non-tanaman,1.0,1999.9999933777142,0.1999999993377714
338992219,non-sawah,non-sawah,non-tanaman,0.4944502571904737,18200.00004833244,1.820000004833244
-501097771,non-sawah,non-sawah,non-tanaman,1.0,15199.999956686515,1.5199999956686516
-564234390,non-sawah,non-sawah,non-tanaman,1.0,2200.0000208261195,0.22000000208261195
484768030,non-sawah,non-sawah,non-tanaman,1.0,200.0000005206673,0.02000000005206673
-1783575650,non-sawah,non-sawah,non-tanaman,0.9301043956237168,14500.000007776252,1.4500000007776253
1186386260,non-sawah,non-sawah,non-tanaman,1.0000000000000002,1899.9999996810218,0.18999999996810218
152954063,non-sawah,non-sawah,non-tanaman,1.0,16499.99999301188,1.649999999301188
-647459773,non-sawah,non-sawah,non-tanaman,0.5421660376662268,2800.0000190225537,0.2800000019022554
1682422283,non-sawah,non-sawah,non-tanaman,0.27215062774463467,14000.00001167733,1.400000001167733
591669518,non-sawah,non-sawah,non-tanaman,1.0,24699.99999651045,2.469999999651045
1656049345,non-sawah,non-sawah,non-tanaman,0.5453351749641434,4899.999999201682,0.4899999999201682
-1633810074,non-sawah,non-sawah,non-tanaman,0.9829221882998308,16200.000056640129,1.620000005664013
1608073637,non-sawah,non-sawah,non-tanaman,0.9999999999999998,2100.0000112262205,0.21000000112262204
-1842661461,non-sawah,non-sawah,non-tanaman,1.0,1999.9999867370934,0.19999999867370935
-1407087145,non-sawah,non-sawah,non-tanaman,1.0000000000000002,4099.9999818447395,0.40999999818447397
1166376998,non-sawah,non-sawah,non-tanaman,1.0,2299.999994962709,0.2299999994962709
-914967437,sawah,Rojolele Srinuk,2 bulan,0.36985970912517,299.99999986321194,0.029999999986321194
1352360819,non-sawah,non-sawah,non-tanaman,0.678577601628475,7000.000049919763,0.7000000049919763
-969128960,non-sawah,non-sawah,non-tanaman,0.9644608595994364,4500.000012691889,0.45000000126918893
1663383353,non-sawah,non-sawah,non-tanaman,0.9167356820536262,4899.999974725652,0.4899999974725652
2022391153,non-sawah,non-sawah,non-tanaman,0.4224354924230922,11200.000000680739,1.1200000000680739
2085303021,non-sawah,non-sawah,non-tanaman,0.27101316085916954,8899.999993273814,0.8899999993273814
-1517602594,sawah,Rojolele Srinuk,2 bulan,0.2747258491649766,13599.999980113062,1.3599999980113062
-241028254,non-sawah,non-sawah,non-tanaman,0.8854479004472678,5900.000002862653,0.5900000002862653
-1803848084,non-sawah,non-sawah,non-tanaman,1.0000000000000002,3000.0000234105387,0.3000000023410539
250847241,non-sawah,non-sawah,non-tanaman,0.9994919138295943,10199.999987211777,1.0199999987211776
168313287,non-sawah,non-sawah,non-tanaman,0.7024049620558529,5900.000004726462,0.5900000004726462
2015360783,non-sawah,non-sawah,non-tanaman,1.0,12700.000030745578,1.2700000030745577
1871383080,non-sawah,non-sawah,non-tanaman,1.0,7999.9999854006455,0.7999999985400645
493278850,non-sawah,non-sawah,non-tanaman,1.0000000000000002,1800.0000060230375,0.18000000060230376
1173352151,non-sawah,non-sawah,non-tanaman,1.0,13499.999966873147,1.3499999966873146
-86611497,non-sawah,non-sawah,non-tanaman,0.39935507882699145,1200.0000046211062,0.12000000046211062
-525469207,non-sawah,non-sawah,non-tanaman,0.5620858066355008,19000.00009180949,1.9000000091809488
-37448202,non-sawah,non-sawah,non-tanaman,1.0,1399.9999787678826,0.13999999787678827
1051669674,non-sawah,non-sawah,non-tanaman,0.9062823111090224,8099.999978941632,0.8099999978941632
-1923240520,non-sawah,non-sawah,non-tanaman,1.0000000000000002,999.9999860243405,0.09999999860243405
1839489136,non-sawah,non-sawah,non-tanaman,0.9999999999999998,2699.9999771895823,0.2699999977189582
-665763918,non-sawah,non-sawah,non-tanaman,0.9747787326039115,18100.000063957414,1.8100000063957413
-467754941,non-sawah,non-sawah,non-tanaman,1.0,2900.0000120676123,0.2900000012067612
-1738176069,non-sawah,non-sawah,non-tanaman,1.0000000000000002,1200.0000156095484,0.12000000156095485
1508232673,non-sawah,non-sawah,non-tanaman,0.8901891288045862,9000.000010687218,0.9000000010687218
208679207,non-sawah,non-sawah,non-tanaman,0.6886571549793417,4199.999971034413,0.41999999710344127
1483301791,non-sawah,non-sawah,non-tanaman,1.0,2399.999994513346,0.2399999994513346
62470219,non-sawah,non-sawah,non-tanaman,0.9598967476663336,17600.000015166588,1.7600000015166588
1747224556,non-sawah,non-sawah,non-tanaman,0.9999999999999999,1799.9999964414749,0.17999999964414748
1138321007,non-sawah,non-sawah,non-tanaman,1.0,10600.000012146775,1.0600000012146775
1433809372,non-sawah,non-sawah,non-tanaman,0.8759166063879038,8599.99999966065,0.8599999999660649
1378520390,non-sawah,non-sawah,non-tanaman,0.835404889171136,11899.999952635553,1.1899999952635554
-275610074,non-sawah,non-sawah,non-tanaman,0.999021281597279,34500.000068865775,3.4500000068865773
870388145,non-sawah,non-sawah,non-tanaman,1.0,2099.9999858569936,0.20999999858569937
-1279570994,non-sawah,non-sawah,non-tanaman,0.35435771541535804,22199.99995138438,2.219999995138438
1298196556,non-sawah,non-sawah,non-tanaman,0.39623013824632186,11800.000015791738,1.1800000015791738
-914171734,non-sawah,non-sawah,non-tanaman,0.8329293770128141,1399.9999941600252,0.13999999941600252
1659492564,non-sawah,non-sawah,non-tanaman,0.9765377675539527,10400.000002864108,1.0400000002864107
58147839,non-sawah,non-sawah,non-tanaman,1.0000000000000002,2100.000003332679,0.2100000003332679
-1123140709,non-sawah,non-sawah,non-tanaman,1.0,5900.0000035675475,0.5900000003567547
1846696874,non-sawah,non-sawah,non-tanaman,0.9748699933203653,8200.000017059792,0.8200000017059792
1504495969,non-sawah,non-sawah,non-tanaman,1.0,1799.9999868276063,0.17999999868276062
803343869,non-sawah,non-sawah,non-tanaman,0.7012984060618588,14799.999986396288,1.4799999986396288
1735142929,non-sawah,non-sawah,non-tanaman,1.0,12300.00002398272,1.230000002398272
1804381247,non-sawah,non-sawah,non-tanaman,1.0,4999.99998382671,0.49999999838267106
390227158,non-sawah,non-sawah,non-tanaman,0.7117185635861503,13000.000049991067,1.3000000049991067
-1283802344,non-sawah,non-sawah,non-tanaman,0.9303996596478218,9600.000001326844,0.9600000001326844
-2104057921,non-sawah,non-sawah,non-tanaman,0.39774378759434076,3699.999968961347,0.36999999689613466
1114182679,non-sawah,non-sawah,non-tanaman,1.0,5300.000010507356,0.5300000010507356
-618603322,non-sawah,non-sawah,non-tanaman,1.0,10900.00002560264,1.0900000025602639
-1414760012,non-sawah,non-sawah,non-tanaman,1.0,8100.000018311548,0.8100000018311548
334310447,non-sawah,non-sawah,non-tanaman,1.0,200.00000632804586,0.020000000632804587
-2075041205,non-sawah,non-sawah,non-tanaman,0.2580948684409642,899.9999779785867,0.08999999779785867
1910120302,non-sawah,non-sawah,non-tanaman,1.0,5400.000008034403,0.5400000008034403
-295348371,non-sawah,non-sawah,non-tanaman,0.9999999999999998,300.00000083528005,0.030000000083528006
983706325,non-sawah,non-sawah,non-tanaman,1.0000000000000002,1599.9999855720673,0.15999999855720673
-1228114791,non-sawah,non-sawah,non-tanaman,1.0,10399.99996635801,1.039999996635801
-618363476,non-sawah,non-sawah,non-tanaman,0.37301836879166916,23799.99995920254,2.379999995920254
-327272604,non-sawah,non-sawah,non-tanaman,1.0,16899.99995680788,1.6899999956807878
2008630796,non-sawah,non-sawah,non-tanaman,0.6724286256260457,8899.99999330059,0.8899999993300589
147449918,non-sawah,non-sawah,non-tanaman,1.0,12400.00001269218,1.240000001269218
-1154302876,non-sawah,non-sawah,non-tanaman,0.5199160520828702,15299.99999291962,1.529999999291962
-1445498146,non-sawah,non-sawah,non-tanaman,1.0,499.99998176062934,0.04999999817606293
1065885655,non-sawah,non-sawah,non-tanaman,1.0000000000000002,1000.0000143839861,0.10000000143839861
-1373496547,non-sawah,non-sawah,non-tanaman,0.9999999999999998,5399.999995068066,0.5399999995068065
151526595,non-sawah,non-sawah,non-tanaman,1.0,5999.99996538827,0.599999996538827
1389601606,non-sawah,non-sawah,non-tanaman,1.0,5700.000028413488,0.5700000028413488
672563869,non-sawah,non-sawah,non-tanaman,1.0,10600.000017017883,1.0600000017017883
1138787212,non-sawah,non-sawah,non-tanaman,0.8219673622379866,7199.999984625902,0.7199999984625901
50576977,non-sawah,non-sawah,non-tanaman,0.7901351646327458,38600.0000886459,3.8600000088645903
591808263,non-sawah,non-sawah,non-tanaman,1.0,9400.000001307053,0.9400000001307053
-106086047,non-sawah,non-sawah,non-tanaman,1.0,1000.0000004368483,0.10000000004368483
-391751301,non-sawah,non-sawah,non-tanaman,0.9999999999999997,800.0000165589155,0.08000000165589155
-1886333760,non-sawah,non-sawah,non-tanaman,1.0,199.9999992654196,0.01999999992654196
-1361577853,non-sawah,non-sawah,non-tanaman,1.0,5699.99998680345,0.569999998680345
1977635023,non-sawah,non-sawah,non-tanaman,0.978589836186593,26699.99998512416,2.669999998512416
80327881,non-sawah,non-sawah,non-tanaman,0.40027639758832034,28100.00003676454,2.810000003676454
-1761298127,non-sawah,non-sawah,non-tanaman,0.9964569949933355,6699.999996576225,0.6699999996576226
-110273138,non-sawah,non-sawah,non-tanaman,1.0,22800.00000630127,2.280000000630127
1887247590,non-sawah,non-sawah,non-tanaman,0.2708753477914301,5600.000038042781,0.5600000038042781
-17793039,non-sawah,non-sawah,non-tanaman,0.41608673183793027,2000.0000102119525,0.20000000102119525
-384627078,non-sawah,non-sawah,non-tanaman,0.9999999999999999,200.00001240172438,0.020000001240172437
1975277823,non-sawah,non-sawah,non-tanaman,0.9999999999999999,399.99999368679715,0.03999999936867971
97343164,non-sawah,non-sawah,non-tanaman,1.0,3000.000014565012,0.3000000014565012
-527398987,non-sawah,non-sawah,non-tanaman,1.0,4799.999996508122,0.47999999965081225
1352685554,non-sawah,non-sawah,non-tanaman,1.0,3200.00001605571,0.320000001605571
634567973,non-sawah,non-sawah,non-tanaman,0.9999999999999999,199.99998893879794,0.019999998893879795
-1729487958,non-sawah,non-sawah,non-tanaman,1.0,6900.000021950109,0.6900000021950109
1694930045,non-sawah,non-sawah,non-tanaman,1.0000000000000002,2100.000016555132,0.2100000016555132
-662527367,non-sawah,non-sawah,non-tanaman,0.9525255529172043,7899.999956470274,0.7899999956470274
1089376081,non-sawah,non-sawah,non-tanaman,0.80223066507557,4300.000011222146,0.4300000011222146
-1615034494,non-sawah,non-sawah,non-tanaman,0.7368760652532523,35799.999936204986,3.5799999936204987
-1608011682,non-sawah,non-sawah,non-tanaman,1.0,1100.0000060474852,0.11000000060474852
1370803219,non-sawah,non-sawah,non-tanaman,1.0,1699.9999895814108,0.16999999895814108
1978391021,non-sawah,non-sawah,non-tanaman,1.0,2600.0000071301474,0.26000000071301477
502576279,non-sawah,non-sawah,non-tanaman,0.3945427476916995,29799.999942280992,2.9799999942280992
-97492257,non-sawah,non-sawah,non-tanaman,0.9748108631041477,2299.9999959697016,0.22999999959697015
1694442014,non-sawah,non-sawah,non-tanaman,0.6569756936690015,9899.999985521135,0.9899999985521135
-1226930805,non-sawah,non-sawah,non-tanaman,1.0,2800.000011250959,0.2800000011250959
-1224596369,non-sawah,non-sawah,non-tanaman,0.7711640337395158,46900.00006065762,4.6900000060657625
665065031,non-sawah,non-sawah,non-tanaman,0.8151026645206678,1600.000007881608,0.16000000078816082
-232990656,non-sawah,non-sawah,non-tanaman,1.0,4999.999983783055,0.49999999837830544
-852217267,non-sawah,non-sawah,non-tanaman,0.5863995671786079,5699.99999495165,0.569999999495165
-1594605590,non-sawah,non-sawah,non-tanaman,0.999499821231031,5799.999979763816,0.5799999979763816
-1860232669,non-sawah,non-sawah,non-tanaman,0.9368066381164589,7500.000024117471,0.7500000024117471
1172127410,non-sawah,non-sawah,non-tanaman,0.9552948867711823,6799.999992904777,0.6799999992904777
1895609234,non-sawah,non-sawah,non-tanaman,0.6999370846122244,14600.000050268136,1.4600000050268136
1924334743,non-sawah,non-sawah,non-tanaman,0.31948491058474826,32100.0000158872,3.21000000158872
814952594,non-sawah,non-sawah,non-tanaman,0.9999999999999999,400.0000041749444,0.04000000041749444
1180803019,non-sawah,non-sawah,non-tanaman,0.5972246840903424,6099.999987090414,0.6099999987090414
1020325542,non-sawah,non-sawah,non-tanaman,0.9994241774505528,5700.000019852596,0.5700000019852596
516647785,non-sawah,non-sawah,non-tanaman,0.9706469175118171,9399.999982552836,0.9399999982552836
1251860621,non-sawah,non-sawah,non-tanaman,0.7185599821828348,2400.000030119263,0.2400000030119263
1325013921,non-sawah,non-sawah,non-tanaman,0.998750083744333,2999.999989112839,0.2999999989112839
-136644529,non-sawah,non-sawah,non-tanaman,1.0,499.99999178107817,0.049999999178107817
-1437082110,non-sawah,non-sawah,non-tanaman,0.7371986037745162,9900.00004602538,0.990000004602538
-1478074869,non-sawah,non-sawah,non-tanaman,0.9689999779280943,9299.999966475589,0.9299999966475588
964646173,non-sawah,non-sawah,non-tanaman,0.9979255864479663,5300.000008907227,0.5300000008907227
1887955347,non-sawah,non-sawah,non-tanaman,0.8139911273899031,2300.0000116668525,0.23000000116668526
